,data
3540,"Apart from Vaccines, Pfizer Makes Covid-19 Drugs in Pills Forms to Be Consumed at Home https://t.co/ybwSku7xDv"
3541,@malaysiakini Did he take the 2nd dose of Pfizer vaccine before that?
3542,"Less than three weeks before entering the 69th Miss Universe final competition arena in Hollywood, USA… https://t.co/Aclb6JvaQs"
3543,"This minister is strange. The vaccine has been obtained, that type of plaque pfizer. But why is the minister still not convening in parliament? Naper… https://t.co/pB3U2Tozi6"
3544,"I'm not anti-vaccine but I've already registered to take the vaccine. If you see the post about the dead, take one/two off https://t.co/R79tDQv465"
3545,Good! But even better if it's like this EU news: buy 1.8 billion doses of Pfizer-BioNTech vaccine. No… https://t.co/MIz9FmWb7w
3546,US-made Pfizer Vaccine Starts First Export to Mexico https://t.co/wJUQ762pts
3547,"Fake Pfizer vaccines in Mexico and Poland, filled with anti-wrinkle serum

#KhasLokadata https://t.co/eXHcbOVTys"
3548,Within the scope of the study conducted by the #Public #Health #Agency of #England (PHE)........ #melayu… https://t.co/QpgWefVGCY
3549,"Secure Supply, UK Orders 60 Million Pfizer COVID-19 Vaccine for Booster https://t.co/szkrbS480n"
3550,"According to the CDC, in clinical trials of the Pfizer vaccine, 83 percent of participants aged 18-55 reported pain with… https://t.co/bMh9bSMphK"
3551,"@morasaki12 They are already on vacc. So maybe you have brought or got Covid19 NOTHING?
@DGHisham @KKMPutrajaya… https://t.co/u18SSB3YfK"
3552,"PFIZER ANNOUNCES VACCINE UPGRADES WITH INCLUDING MICROSOFT CHIP TO REDUCE SYMPTOMS
Circulating on FB the article fights https://t.co/raaRuqllxt"
3553,"The Pfizer vaccine is the first mRNA-based vaccine for use in humans, while the Sinovac vaccine uses… https://t.co/eEQssf9NZO"
3554,"Meanwhile, the pfizer vaccine is stored at a temperature of -60 to -80°C and at a temperature of 2-8°C when used.

PLN! ACTUALLY, you… https://t.co/rTD1kTibx4"
3555,"Good Morning PLNers!
Based on the decision of the Minister of Health number HK.01.07/Menkes/12758/2020 there are seven vaccines… https://t.co/Dp8dnXc6Nq"
3556,"Exclusive-Pfizer begins exporting US-made COVID-19 shots, first dose shipped to Mexico -… https://t.co/PgpTFx6sZk"
3557,"Pfizer Will Not Only Develop Vaccines, End 2021 Pfizer Ready To Launch Pills As Covid-19 Drugs https://t.co/fm04pDySV3 via @YouTube"
3558,"BioNTech Await Results of Pfizer's Covid-19 Vaccine Trial for Babies https://t.co/l3q72xQmpC

#pfizer #BioNTech #vaccine #COVID19"
3559,Here's another advance from the Minister / Relatives / Genting Highland Workers. The 1st batch of pfizer vaccine arrived in Malaysia on February 21... https://t.co/DmCRLDGPPl
3560,"By: H. Dadan Tri Yudianto (Millennial Entrepreneur)

More than a year the Corona Virus Disease (Covid-19) Pandemic has terrorized the whole… https://t.co/NI5DQk434e"
3561,"Pfizer pon until 22/2, pon 24 is just right... Here's this vaccine... Ker vaccine in the hallway ️👁️ https://t.co/lEEKfM1BEZ"
3562,"An example of Pfizer's clinical trial was carried out in the US, because the vaccine was produced in the US as well, they have m… https://t.co/9SJTSoYuAB"
3563,"YB Datuk Hjh Azizah Mohd Dun, Head of Srikandi Bersatu Sabah

April 29, 2021

Alhamdulillah, YB Datuk Hjh Azizah Datuk… https://t.co/kkQ8UXQCza"
3564,"@_ainrmln Like I said. If he wasn't in the national immunization vaccine brand, I wouldn't take it. I want to see… https://t.co/JtdEBSPt9i"
3565,BioNTech hopes that the results of the COVID-19 vaccine trial it has developed with Pfizer on babies will be out in September… https://t.co/yCTqIJVzdi
3566,[HOAKS] Microsoft Chip Inserted into Pfizer Covid-19 Vaccine All page – Kompas- https://t.co/Mch3z1ReHB https://t.co/0BEQJhAT9b
3567,HOAKS Microsoft Chip Inserted into Pfizer's Covid-19 Vaccine All page – Kompas https://t.co/41nzXRFiYL
3568,"Day 2: taking Pfizer vaccine -

At first, I felt sick after being poked, like how to bite the ransom.

After that… https://t.co/Qf46DLaQpV"
3569,"Congratulations to the kingdom!!
Make money from the world's donations.
Pfizer is a profitable vaccine
AZ is a non-profitable vaccine… https://t.co/b0Wk6xwKcR"
3570,"@drzul_albakri @NiwaHika Dr Zul doesn't answer this question.

Mom I received the vaccine (Sinovac) on May 28. PPV ckp employees, ha… https://t.co/pJQa9nVzOP"
3571,@ZZulfikli A neighbor in a residential area of ​​one family 7 people have Covid except for her mom psl mom she has completed 2 doses of vaccine… https://t.co/8vO0DnoM91
3572,@wrahardian2 @IwanMah @fadlizon Cook ??? Those who have been vaccinated twice then still get Covid and there are people who die. Al… https://t.co/KaRI0jOceQ
3573,@ainulmdyhh additional pfizer &amp; Sinovac has been tested on volunteers. for example pfizer has been tested https://t.co/d4iTjw1Xw1
3574,"@arifbsantoso @rokandt @marrywhoanna @Kemenag_RI So that's it, back to the policies of other countries
The problem is that Saudi Arabia has… https://t.co/EQY0aGU78q"
3575,"Please accept the vaccine that we give you. Maybe all the frontliner looks were shaved with pfizer, so all of them want pfizer. Rights… https://t.co/3j007LLKzo"
3576,I noticed there were a lot of vaccinee requests for the pfizer vaccine. This includes the vaccinee accompaniment who likes to ask his turn later pf… https://t.co/CzGhC7iXU0
3577,Pfizer (comirnaty) and sinovac (coronavac) are the same.. Both are equally good and good. The important thing is that we all get the vaccine
3578,"As people who are involved with vaccines, if someone has registered with AZ, don't occasionally accept an appointment for the PIC vaccine... https://t.co/HWYThGN6vM"
3579,"@AfidaSohana Assalammualaikum. My sister is morbid obesity. We have an acquaintance, a doctor or a sister to make an appointment with us… https://t.co/jMQWg5Xfh3"
3580,"@barijoe My mother is an active trader in jkt, I haven't got a (jkt ID card) yet, I also haven't got it, uh I got a v… https://t.co/eUSdl39RQf"
3581,"There is a member who gets the pfizer vaccine, but if we shoot it, he will downgrade people. It starts with a long, annoying joke"
3582,"Btw, it reads that the pfizer vaccine will arrive in july in large quantities. Hmm, want to sell it to you?"
3583,"@bejitah Depends on the type of vaccine, bro..
In short this..
If sinovac and sinopharm contain inactivated v… https://t.co/FCwhxajOfp"
3584,"If I were a minister now, I gave Sinovac vaccine to industry, Pfizer joined the turn of the golden citizen"
3585,@ritchielhf Comirnaty is the name of Pfizer's vaccine. Later u ckp it's not a plaque vaccine. Just like CoronaVac is the… https://t.co/zyDEX2TZj7
3586,@zfatlee 1000 doses of pfizer vaccine
3587,On called with my umi just now. Her husband has vaccinated the 1st dose of Pfizer last week as a high risk category (during... https://t.co/rIejsywX3L
3588,"so if i can get the vaccine? sinovac sy kne reject, az xdpt slot. pfizer???"
3589,You should take the first dose of the pfizer vaccine 25/5 that day. My father is also 2/6. Because this redong has to be pkpd until 9/6… https://t.co/3wZhEsInx2
3590,"What's the thing la @BookDoc. Already know how to tell people to pay, share it with Pfizer, go to Moderna. It's just standard.

This is a ma… https://t.co/9RwiFt22N5"
3591,"Hahahaha...louder sis!!

Many people dm/pm me asking how can I get #PfizerVaccine .

Remember I played begging to… https://t.co/qvAEoxSwWF"
3592,"@munirahwyd https://t.co/3Ze0ndyNDf

Not a scientific article but a newspaper report. Weyy think this is keeee. Hahaha what the… https://t.co/CnHU6xCPwc"
3593,@anakyangtangkas Pfizer Vaccines
3594,Pfizer Vaccine Arrives Next Month https://t.co/k4RgoHtR5j via @tribunnews
3595,The coil summarized some good news about the handling of the corona virus in Indonesia on Wednesday (30/6). #kumparanNews https://t.co/zCC9z0xKl4
3596,"@yogifumi @blogdokter Yes, how about AZeneca or Sinovac vaccine, not Pfizer

Plus, because they've been vaccinated, they're free to do their daily activities"
3597,"Monggo mRNA Lovers...

Minister of Health: Pfizer Vaccine Enters Indonesia in August https://t.co/320RivSf3t. https://t.co/3GlDpr8jnp"
3598,"Minister of Health: August, Pfizer's Covid-19 Vaccine Enters Indonesia https://t.co/qIXxyJJLBv https://t.co/48gD4gSFD8"
3599,"@latifahkusuma7 Yes sis
Just go to the nearest place where you can get the vaccine
Huh ma'am. In Indonesia Vaccines… https://t.co/We3J7k9MoQ"
3600,"@wennyrad Nahh. Yes Miss
I'll also ask the doctor or the medical officer who gave the vaccine.

Hopefully you just get one that… https://t.co/66xEvbpqUK"
3601,The Kingdom Considers Giving Pfizer Vaccines to Teens https://t.co/grng0djzsI https://t.co/HmFBR6rZKS
3602,The Kingdom Considers Giving Pfizer Vaccines to Teens https://t.co/su7KXJyxwg
3603,"Cases of Corona virus infection 30/7:
US 122,674 cases (more than 50% of citizens have been vaccinated by Pfizer, Moderna)
Malaysia 16,840 k… https://t.co/R2bbEVwNzD"
3604,"@usembassyjkt What are the requirements for a vaccine visa? I want the pfizer vaccine there, only a month left"
3605,"Stlah seen failure &amp; Sikoplak's weakness in Indonesia (but still enjoss), Strangely the plan is to en… https://t.co/pTw1Nw5NkM"
3606,"@CNNIndonesia I want a vaccine if pfizer is the same as moderna, outside of that, sorry, I'm stupid, I can't go anywhere"
3607,I just dreamed of going on vacation to England and then I had the opportunity to ask for the Pfizer vaccine wkwkwkwkkkk
3608,"@merdekadotcom Because Pfizer and Moderna vaccines are free, the effect is that the general public can't get it, only health workers."
3609,"@irwank2k2 Pfizer is very grateful to the vaccine sales

https://t.co/zkyp6r44jS"
3610,"Thank you to the Vaccine Sales from top to bottom, fear hawkers, WHO kebo etc.. We only have 112T,… https://t.co/2rHYtxwLPL"
3611,"@vierda Thank you vaccine sales. We only have 112 T...

https://t.co/zkyp6r44jS"
3612,@kompascom Why not use AstraZeneca or Pfizer or Moderna sir? Why are people given a trial rabbit vaccine… https://t.co/MPAQzgvnjA
3613,"@dyahNeZza - In the midst of a pandemic, European Union countries have begun to open their borders through vaccine certificates. However, the vaccine… https://t.co/Yu3szkfGcV"
3614,"@fadialkafisha @fmuchtar_ It's been a long time waiting for a good vaccine, bro. Wait for most of the victims. Use the existing vaccine first, az s… https://t.co/7v7yM9yAAO"
3615,Just wait for the moderna/pfizer vaccine
3616,"@flyfluffy @maspammmm @tirta_hudhi @KemenkesRI Down to 84% mba, the title is just clickbait. Efficacy pfizer 96% se… https://t.co/DgG4gqpnbt"
3617,"@maspammmm @tirta_hudhi @KemenkesRI Pfizer boss says vaccine efficacy has decreased by 84 percent after 6 months

So you don't have to take pills… https://t.co/9MC9D9BFYX"
3618,"@GeiszChalifah Will the third wave appear in the transition period, the dry season to the rainy season,... After being ana... https://t.co/E3pbIIgZqN"
3619,"Wow!!! Israel launches booster vaccine program for people over 60 years old, President Isaac Herzog injected… https://t.co/DYgWZNPmWd"
3620,"Hello @dabenone2 Happy reading!
""Vaccines and Virus Variants""

Pfizer Effectiveness &amp;gt;6 months, 95% to 84%, and u/ va… https://t.co/RkjNxHhNxK"
3621,"@dabenone2 Saluti, the unroll you asked for: Vaccines and Virus Variants Effectiveness of Pfizer >6 months, 95% to 84%, and…… https://t.co/f2LBq13to0"
3622,"@dabenone2 Hi, thread unroll complete: @mharisman: Vaccines and Virus Variants Effectiveness of Pfizer >6 months, 95% to 84%,… https://t.co/olEJ2ESyFF"
3623,"Actually this world will be like a Divergent movie starting from the division of the group with the Vaccine
Sinovac, Si… https://t.co/AquA2Git9q"
3624,This started from my instastory post that wanted to wait for the Pfizer vaccine because I felt the Pfizer vaccine was better… https://t.co/wwKWoimh9b
3625,"It's also funny to see the accounts of the Nationalists, Jokowers, arguing about the BPOM issue with Terawan on the Nusantara Vaccine issue and… https://t.co/sWb099rphc"
3626,"I read 1 of this info. He wrote, vaccines are not on the Jewish agenda. If you look at the names of these vaccines, right;

P - Pfizer… https://t.co/Y7pEWzoKCK"
3627,"@tanyaAzka Pfizer animal test results released in september 2020

And being the first covid vaccine used in the UK… https://t.co/tKQvLQmCgu"
3628,"What kind of vaccine did you get, Ms. Supervisors!!! Run mat! Pfizer sis man pfizer!
Sinovac so aerobic (call aerobek)!"
3629,@a22gung yes. So Pfizer and Moderna are new vaccines that don't use attenuated viruses. This is the first time… https://t.co/jy1LXhsg5C
3630,"@Partono_ADjem @VFathun I just took the second dose of pfizer vaccine, Thursday morning, at night my body just felt a little warmer… https://t.co/AM4J70YVU8"
3631,"3rd dose!
And yearly now??
https://t.co/FXMIq5GGfD"
3632,"There, asking for the conditions to use the pfizer vaccine https://t.co/PtRoSHgNO8"
3633,@usernameterbaru Does the pfizer fax have its own advantages over other vaccines?
3634,"@flofloret If there's a vaccine, I'm sure there will be one available. Pfizer hasn't entered Indo yet, and the plan is to go... https://t.co/DVS9NsYI0S"
3635,"This is what researchers say about the differences and similarities between AstraZeneca, Pfizer and Moderna vaccines https://t.co/bckFewfMmv via @Repelita Online"
3636,"FORMER PFIZER EMPLOYEES TALK ABOUT 'BIOWEAPONS' (BIOLOGICAL WEAPONS)' DEATHING COVID VACCINE: ""They Just… https://t.co/2L1OW2Z4H4"
3637,@KKMPutrajaya Tomorrow starts August... We will see that the kingdom will only use the Pfizer vaccine on PPV for the 1st jab... https://t.co/knKs8cKvEQ
3638,"@artdeth @maspiyuaja What is less effective is still better than just ""Bismillah"" capital but there is no effort whatsoever. If b… https://t.co/EqUEFoyBCa"
3639,"45 Million Doses of Covid-19 Vaccine Scheduled to Arrive in August, There are Pfizer and Moderna https://t.co/BARVTDk9z7 via @tribunnews"
3640,Mr. @jokowi Mrs. @Menlu_RI Mr. @KemenkesRI please open the widest possible route for the AZ or Moderna vaccine if you can add more… https://t.co/HDU44EptPx
3641,"@SisiwittFrida @BravoBambang1 How can a nation progress in being able to process data, knowledge, science and technology with the logic of researchers… https://t.co/7wiCASYvKi"
3642,"@Felixiswr @KompasTV There are a lot of requests from consumers, especially since there are so many pfizer and Astra fans in Indonesia.… https://t.co/LQm0r9XAcc"
3643,"(non-negotiable) I only want to be injected with a vaccine, if the vaccine is sinopharm or pfizer."
3644,"@JKJAVMY If the golden citizen is waiting for his turn for the 2nd dose, it's been more than a month, can you walk-in too? Pfizer Vaccine. Thank you"
3645,I really hope that Pfizer and Moderna will be available to the public soon because they really want vaccines and they are only allowed to use… https://t.co/zpRX6Y4FKm
3646,@ASTROARENA Congratulations &amp; thank you Aaron Chia &amp; Wow Yik. You have given us the best VACCINE with… https://t.co/oSQpK52Unf
3647,@najahhazimah all types of vaccines 3 times. but with cite az it will mix with pfizer. sinovac tah. not finalized yet
3648,@__Sridiana_3va @anasanti_mila @Arry288 @KemenkesRI Sinovac is not a cheap vaccine. The price is only about $10 different from… https://t.co/VzNfI25rSs
3649,"@ganjarpranowo Mr. @ganjarpranowo please help seafarers who work abroad to facilitate the astrazeneca vaccine, pfize… https://t.co/hph4wZ8w8Q"
3650,"@roses_man @Jemimaways Because I believe in conspiracy theories but I also want to live a quiet life without being chased by vaccines. Yes, so… https://t.co/Ypj9MjfeQl"
3651,"@zuckowi @Dena_ajaa Yes, there is a paid vaccine... pfizer doesn't have stock yet"
3652,"“They can buy Pfizer, Sinovac and Astrazeneca vaccines and then run an immunization program against people… https://t.co/bnY1vHX35B"
3653,#vaccine #ppv #Pfizer https://t.co/EbK9IZIZoq
3654,"@frostlotuss @Ronnie_Rusli Please check the thread again, there is already evidence of animal testing for the Pfizer vaccine"
3655,"Take two doses of vaccine, Pfizer (the most powerful, supposedly) is that plaque. but immediately xde use. ok, take the vaccine."
3656,The Sinovac and Pfizer Corona vaccines are said to require a booster vaccine due to a decrease in efficacy. How about… https://t.co/KCqgMLiiNF
3657,The Sinovac and Pfizer Corona vaccines are said to require a booster vaccine due to a decrease in efficacy. How about… https://t.co/HfJiC4GWVI
3658,"My mother-in-law is still confused, my sister-in-law wants to be street vendors, I have asthma, there is a pfizer vaccine in Depok, and she's still looking for something… https://t.co/1Ees5W9Yio"
3659,"@im_notyourz @AREAJULID mjb, why sis if pfizer? the difference with the sinovac &amp; what astra?"
3660,@Pirdaaaaa @danJojooooo @AREAJULID Not really ah. My friend last Sunday was vaccinated with pfizer without a doctor's success… https://t.co/VWaE5cRWfc
3661,"Third Day, Jatiwaringin Village Provide Pfizer Vaccine https://t.co/iCDfR9QU0N"
3662,Vaccination using AstraZeneca and Pfizer vaccines https://t.co/TOyFH96hNd
3663,"The FDA approved COVID-19 vaccine has been known as the Pfizer-BioNTech, and will now be marketed as COMIRNATY.

Ok… https://t.co/Yz69fqKfgA"
3664,"The FDA approved COVID-19 vaccine has been known as the Pfizer-BioNTech, and will now be marketed as COMIRNATY.

Ok… https://t.co/8fzSxnHdJ7"
3665,"The FDA approved COVID-19 vaccine has been known as the Pfizer-BioNTech, and will now be marketed as COMIRNATY.

Ok… https://t.co/QAnVP3WQKj"
3666,"The FDA approved COVID-19 vaccine has been known as the Pfizer-BioNTech, and will now be marketed as COMIRNATY.

Ok… https://t.co/5i9c8SOAxc"
3667,"That's all I have to say about the Pfizer Vaccine because in the morning I have to be ready to work again hehehehe
Stay healthy always… https://t.co/vO01mrN9Sk"
3668,"#Pfizer Vaccine Dose 1
Because I'm a Covid-19 survivor, I think it's going to be B with Kipinya 😂
It turns out..
1. Edit… https://t.co/2KdZGsJ7ls"
3669,4 cü vaccine gəlmişdi ki? 😂😂😂Özdə Pfizer https://t.co/REC8L0MLcv
3670,"@YourZein I use pfizer, only once. This is the first vaccine, his hand hurts like a lump, really sleepy, in the same mood… https://t.co/0BkIqmBsxk"
3671,DKI Health Office: Pfizer Vaccine Available for Ages 12 and Over - CNN Indonesia https://t.co/hQfa6GsUrf *RAC
3672,@zulaikha15_ @Khairykj you didn't notice...when pfizer passed their vaccine...there was no body or team from U... https://t.co/favP3iauae
3673,"@PLindung hi, I've vaccinated pfizer twice abroad, the certificate is also in the app but why is the status still... https://t.co/uxBTio1Uia"
3674,"@bdngfess Yesterday 28 29 if there is no vaccine tour, use pfizer. Just try to follow up on Instagram nder @.infovacsinbdgraya"
3675,"Mama on Saturday got vaccines, got pfizer..

I need a vaccine again, it feels like"
3676,"@DraftAnakUnpad Alright, yesterday I finished the pfizer vaccine in Lembang"
3677,- Has anyone vaccinated using pfizer or not? can you tell me your experience? hihi thank you!
3678,Imagine that tomorrow you want a second vaccine plus you have to be in class plus there is a buss.listening quiz pfizer too
3679,"@Askrlfess why do people want pfizer already. sinovac whose effect is not much, there are people who say ""after the vaccine is sick... https://t.co/1Y6hDupbxR"
3680,"@Askrlfess I think all vaccines are the same... The point is, if there's a vaccine in stock, why don't you try it? It's like… https://t.co/Gt3sCpaO4Q"
3681,"@Askrlfess I haven't been vaccinated and can choose a vaccine, I'll choose pfizer. I think it's also higher in effectivity r… https://t.co/jpIJI0RaL4"
3682,"@Askrlfess Minrtku sinovac/pfizer are the same, the important thing is the vaccine"
3683,The Pfizer-BioNTech vaccine only gave mild side effects to adolescents aged 12 to 17 who received… https://t.co/6fe6jGyYWC
3684,"The effect of the pfizer vaccine on me, injection in the morning at 10 o'clock.
1) Afternoon started to feel sore, swollen, throbbing at the injection site, 2 hours… https://t.co/bGCu15pOeP"
3685,"@Elninoob_ Yesterday's vaccine experience until 6 hours after the vaccine didn't have any effect except for a sore arm, I… https://t.co/EeIUKEwRLc"
3686,Already vaccinated Pfizer dose 2
3687,"Vaccines Heal the Nation - WHO has Published a Usage List (EUL) for AstraZeneca, Pfizer, Moderna and… https://t.co/u4wuMAZaaN Vaccines"
3688,"Just look at the normal pfizer vaccine, how come I'm feeling hot 😂"
3689,"Vaccines Heal the Nation - WHO has Published a Usage List (EUL) for AstraZeneca, Pfizer, Moderna and… https://t.co/4hS86desbG Vaccines"
3690,"Vaccines Heal the Nation - WHO has Published a Usage List (EUL) for AstraZeneca, Pfizer, Moderna and… https://t.co/Pa9JiZINjP Vaccines"
3691,"Hello fren, has any of my mutuals ever had the pfizer vaccine? How about after using pfizer? Please share it guys 🙏"
3692,"Vaccines Heal the Nation - WHO has Published a Usage List (EUL) for AstraZeneca, Pfizer, Moderna and… https://t.co/Z6vJHggvE1 Vaccines"
3693,"I NEED A VACCINE, IF YOU HAVE INFORMATION, PLEASE SHOP IT, FRIENDS, ESPECIALLY THE 1st DOSAGE IS PFIZER 🙏🙏🙏🙏🙏🙏"
3694,"Vaccines Heal the Nation - WHO has Published a Usage List (EUL) for AstraZeneca, Pfizer, Moderna and… https://t.co/8AdIewBD7u Vaccines"
3695,"Vaccines Heal the Nation - WHO has Published a Usage List (EUL) for AstraZeneca, Pfizer, Moderna and… https://t.co/wCgRxVfOYX Vaccines"
3696,@noyakaash I vaccinated pfizer…. afraid
3697,@ctsarahaishah @kupukuuuuuuu @vantejoonie @BuletinTV3 Vaccine pfizer or sinovac dr
3698,"List of WJSN members who have been vaccinated for COVID-19

• Eunseo (finished)
• Bona
• Dawon
• Yeoreum
• Seola
• Yeonj… https://t.co/hyBZ20qp4V"
3699,"info on pfizer vaccine dose 2 in the central cikarang area, bang"
3700,"Today Activities💫
- Pfizer vaccine dose 1, super excited. The side effects are thirsty fast
- Work on senbud, but e… https://t.co/PDFlSAURGe"
3701,@cursedkidd Is there no pfizer vaccine?
3702,"@CumaDokter @AdamPrabata Pfizer only? The ones used in Indonesia are Sinovac and AZ, how long does it last? Why… https://t.co/yG2sqOHgWh"
3703,@haritsmn @PLprotect the first vaccine pfizer second astra zeneca kali ?
3704,"Swedish Study: Pfizer and AstraZeneca Vaccine Antibodies Decrease After Several Months
 
https://t.co/A1QhCCLAuL via @tribunnews"
3705,@jogmfs Tomorrow Sunday if you want at my place there is a pfizer vaccine. First vaccine.
3706,"A total of 987 students of SMAN 1 Karang Bahagia, Karang Bahagia Subdistrict, Bekasi Regency underwent the Covid-19 vaccination with… https://t.co/giQ9JQTW9L"
3707,987 Students of SMAN 1 Karang Bahagia Injected with Pfizer Vaccine. https://t.co/g5mfFYTSdR
3708,"Swedish Study: Pfizer and AstraZeneca Vaccine Antibodies Decrease After Several Months
 
https://t.co/A1QhCCLAuL"
3709,"Bekasi residents who have not vaccinated and are looking for a vaccine place. At the hospital where I work there is tomorrow, October 1, type v… https://t.co/grPNyQRVuD"
3710,@jogmfs Suk ana nder seng nggonku. pfizer vaccine.
3711,"@thygr8gee I'm afraid of getting infected, so I'm going to have a stupid vaccine with pfizer. Everything can be vaccinated now"
3712,"@myprivatakun Many are sinovac, moderna, sinopharm.

If this runs out, can you replace the vaccine or not?

… https://t.co/VtpbOiBTmr"
3713,"Them boys are still debating whether to get Asta, Sinovac or Pfizer"
3714,I'm ready to take sick leave if I get the side effects of the vaccine. Eh it turns out that there are no side effects from Samsek on me cu… https://t.co/BNZYE5yIUp
3715,"@LynnScarf School slaves are okay, if you want to travel far, you can 😂😂

This pfizer vaccine costs to bring him high... https://t.co/yx3LUA7Pf4"
3716,"After the pfizer vaccine, there is no effect.. The next day, swelling and redness at the injection site, headache, sleepiness, high blood pressure… https://t.co/10g2uTmcpS"
3717,"the effect of the pfizer vaccine is very weak, then the left arm hurts and feels achy all over the body plus the pol is very sleepy, it looks like… https://t.co/53NX9p8ljX"
3718,"@untungr_r @PLprotect the solution?

In the Halodoc app, there are lots of vaccine registrations. But sinovac and Astra all.
Pfize… https://t.co/hLiOsYJGmj"
3719,"Raise your hand who is waiting for Pfizer vaccine instead of Sinovac or Astrazeneca!

There is new news about the vaccine… https://t.co/5HrN5EPmPW"
3720,"""The pizer, the pizer"" At first I was confused about what it was. Then I just realized that it turned out to be calling the person who wanted to be injected with the Pfizer vaccine"
3721,210930 | Today Dayoung got her first vaccination. Dayoung gets first dose of 'Pfizer' vaccine… https://t.co/xrNDC14WBB
3722,"Try registering your vaccine brother in the @PLindung app. Vaccine registration data is complete, all you have to do is enter the verification code… https://t.co/kxyHsbCaID"
3723,"@Ar01Prince Pfizer's previous Chief Researcher
""Vaccine will cause mass deaths"" https://t.co/2F4pcAyO9Q"
3724,"Admin, please info on the Pfizer or Moderna vaccine in Bandung, is there any? @PRFMnews"
3725,"Wta dong, the distance from the first vaccine to the second vaccine, how long is the maximum for the pfizer vaccine?"
3726,"@sahalsafwan @sheikhmustaqim_ The FDA itself certifies that this vaccine is safe to use. When you live, you want to be very skeptical, all… https://t.co/uMFlDQNYn6"
3727,"Come on, those who haven't been vaccinated
Here is Pfizer vaccine for dose 1 &amp; Sinovac for dose 2
Jagorawi Rest Area Toll Road KM10 y… https://t.co/U952ki1zah"
3728,"I don't have a disease but after the pfizer vaccine it enters my body, I feel like I'm going crazy fast and tired. Mcm breathing… https://t.co/PKzvbUjFqn"
3729,"@RAVENIA__ Pfizer doesn't hurt when you do both, just the effect (my mother)

If I vaccinate early, I get Sinovac"
3730,"And then now, there is a booster vaccine, KJ amek is also pfizer. Meaning that KJ dares to be a “test material for k… https://t.co/6YbN4Gy5w3"
3731,"A total of 358,020 Pfizer Vaccine Doses Sent to Semarang https://t.co/buRBdS9a76"
3732,"@fkcigarette the third vaccine is great but the pfizer/modern one, if the vaccine is sinovc, you have to use the new booster, it's considered fully vaccinated, sad"
3733,"@4vatar4ng Sis, what was the vaccine yesterday? I'm pfizer"
3734,"My first KIPI pfizer vaccine was really weak for 3 days, then the pain in my arm could last for a week, nausea, dizziness… https://t.co/CzSWH4G6aJ"
3735,"Over 350,000 Pfizer Vaccine Doses Directly Sent to Central Java #InfoSemarang #Pfizer #Semarang #Vaksin… https://t.co/7jyIt1LPkf"
3736,"Over 350,000 Pfizer Vaccine Doses Directly Sent to Central Java #InfoSemarang #Pfizer #Semarang #Vaksin… https://t.co/G9LWEDHin7"
3737,Really the effect of the pfizer vaccine. https://t.co/MLK5EcEYF3
3738,358.020 Dose of Pfizer Vaccine Arrives at Ahmad Yani Airport Semarang https://t.co/5fbvG3Mx40
3739,"me: ma'am, what vaccine is this, ma'am?
doctor/nurse: pfizer vaccine, it's good that you can go on umrah.

In my heart ""amen, hopefully… https://t.co/Jx9LtRz1yP"
3740,@Naaoolll @jokowi Oh my gosh.... Is it because the vaccine is Sinovac?? Just ask...can I...? In Europe most Vak… https://t.co/Tkeuf2lqSt
3741,Over 350 thousand Pfizer Vaccines Arrive at Ahmad Yani Airport https://t.co/6S59oRglKU https://t.co/16g1aUzBpp
3742,"FDA Allows Pfizer-BioNTech Covid-19 Vaccine For Children 5 to 11 Years

https://t.co/4pID9ReUi8

#Pfizer #Pfizervaccine #vaccine"
3743,"#Egypt#Pfizer's Covid-19 Vaccine!

The vaccine is part of Cairo's plan to diversify and expand its p… https://t.co/T3l9Bpv2yo"
3744,"#Egypt#Pfizer's Covid-19 Vaccine!

The vaccine is part of Cairo's plan to diversify and expand its p… https://t.co/CBLJxSlo9b"
3745,"You got the pfizer vaccine, so I'm jealous"
3746,"where is the list of pfizer vaccines, sy, while Sinovac has died so it's impossible to go out of the country, you say??? mksd it won't go out of the country too… https://t.co/36uGSBOxAh"
3747,"@jmcnxdy GO HERE JUNGKOOK, I HAVE 2X PFIZER VACCINE"
3748,"350 Thousand More Doses of Pfizer Vaccine Arrives in Indonesia, Lands at Ahmad Yani Airport Semarang… https://t.co/3na4OhdIp3"
3749,PARK JIMIN GO HERE I'M NOT Afraid I've had the PFIZER Vaccine
3750,@KemenkesRI admin info on pfizer vaccine dose 2 in lebak bulus dong. thank you min
3751,"More than 350,000 doses of Pfizer vaccine were sent directly to Central Java https://t.co/BlhyvWQZ0f https://t.co/eF2ZWeHqHx"
3752,"News : Over 350,000 doses of Pfizer vaccine were sent directly to Central Java https://t.co/b3OP92pZrH #Citrafm #Lubuklinggau"
3753,You have completed 2 doses of Pfizer vaccine. The first dose of allergy and tachycardia (fast heart rate) please second dose https://t.co/oyHDEsqSvi
3754,"For this booster vaccine, everyone will get the pfizer vaccine. It doesn't matter if you get Sinovac to AZ time 1st &amp; 2nd dose today. J… https://t.co/BfA3Uii8iY"
3755,"@jwoolomls ohyeah? what kind of vaccine do you have? I went to pfizer yesterday but it doesn't hurt, just my hands on the first day… https://t.co/Bm00EKxixd"
3756,"@DKIJakarta min info on pfizer vaccine dose 2 in South Jakarta, min yesterday, the vaccine should have been on the 28th, I forgot too much"
